Time Stamp,Register,Value
04/20/2016 03:58:13.339 ,1,0
04/20/2016 03:58:13.355 ,2,1
04/20/2016 03:58:13.355 ,3,0
04/20/2016 03:58:13.355 ,4,3342
04/20/2016 03:58:13.371 ,5,2000
04/20/2016 03:58:13.371 ,6,1500
04/20/2016 03:58:13.371 ,7,9000
04/20/2016 03:58:13.386 ,8,0
04/20/2016 03:58:13.386 ,9,0
04/20/2016 03:58:13.386 ,10,0
04/20/2016 03:58:13.449 ,1,0
04/20/2016 03:58:13.449 ,2,1
04/20/2016 03:58:13.449 ,3,0
04/20/2016 03:58:13.464 ,4,3346
04/20/2016 03:58:13.464 ,5,2000
04/20/2016 03:58:13.464 ,6,1500
04/20/2016 03:58:13.480 ,7,9000
04/20/2016 03:58:13.480 ,8,0
04/20/2016 03:58:13.480 ,9,0
04/20/2016 03:58:13.480 ,10,0
04/20/2016 03:58:13.558 ,1,0
04/20/2016 03:58:13.558 ,2,1
04/20/2016 03:58:13.558 ,3,0
04/20/2016 03:58:13.574 ,4,3350
04/20/2016 03:58:13.574 ,5,2000
04/20/2016 03:58:13.574 ,6,1500
04/20/2016 03:58:13.589 ,7,9000
04/20/2016 03:58:13.589 ,8,0
04/20/2016 03:58:13.589 ,9,0
04/20/2016 03:58:13.589 ,10,0
04/20/2016 03:58:13.668 ,1,0
04/20/2016 03:58:13.668 ,2,1
04/20/2016 03:58:13.684 ,3,0
04/20/2016 03:58:13.684 ,4,3351
04/20/2016 03:58:13.684 ,5,2000
04/20/2016 03:58:13.684 ,6,1500
04/20/2016 03:58:13.699 ,7,9000
04/20/2016 03:58:13.699 ,8,0
04/20/2016 03:58:13.699 ,9,0
04/20/2016 03:58:13.715 ,10,0
04/20/2016 03:58:13.777 ,1,0
04/20/2016 03:58:13.777 ,2,1
04/20/2016 03:58:13.777 ,3,0
04/20/2016 03:58:13.793 ,4,3346
04/20/2016 03:58:13.793 ,5,2000
04/20/2016 03:58:13.793 ,6,1500
04/20/2016 03:58:13.809 ,7,9000
04/20/2016 03:58:13.809 ,8,0
04/20/2016 03:58:13.809 ,9,0
04/20/2016 03:58:13.824 ,10,0
04/20/2016 03:58:13.887 ,1,0
04/20/2016 03:58:13.887 ,2,1
04/20/2016 03:58:13.887 ,3,0
04/20/2016 03:58:13.902 ,4,3343
04/20/2016 03:58:13.902 ,5,2000
04/20/2016 03:58:13.902 ,6,1500
04/20/2016 03:58:13.918 ,7,9000
04/20/2016 03:58:13.918 ,8,0
04/20/2016 03:58:13.918 ,9,0
04/20/2016 03:58:13.934 ,10,0
04/20/2016 03:58:13.996 ,1,0
04/20/2016 03:58:13.996 ,2,1
04/20/2016 03:58:13.996 ,3,0
04/20/2016 03:58:14.012 ,4,3361
04/20/2016 03:58:14.012 ,5,2000
04/20/2016 03:58:14.012 ,6,1500
04/20/2016 03:58:14.027 ,7,9000
04/20/2016 03:58:14.027 ,8,0
04/20/2016 03:58:14.027 ,9,0
04/20/2016 03:58:14.043 ,10,0
04/20/2016 03:58:14.106 ,1,0
04/20/2016 03:58:14.106 ,2,1
04/20/2016 03:58:14.106 ,3,0
04/20/2016 03:58:14.121 ,4,3354
04/20/2016 03:58:14.121 ,5,2000
04/20/2016 03:58:14.121 ,6,1500
04/20/2016 03:58:14.137 ,7,9000
04/20/2016 03:58:14.137 ,8,0
04/20/2016 03:58:14.137 ,9,0
04/20/2016 03:58:14.137 ,10,0
04/20/2016 03:58:14.215 ,1,0
04/20/2016 03:58:14.215 ,2,1
04/20/2016 03:58:14.231 ,3,0
04/20/2016 03:58:14.231 ,4,3354
