Time Stamp,Register,Value
04/20/2016 03:57:05.211 ,1,0
04/20/2016 03:57:05.227 ,2,1
04/20/2016 03:57:05.227 ,3,0
04/20/2016 03:57:05.227 ,4,2094
04/20/2016 03:57:05.227 ,5,2000
04/20/2016 03:57:05.243 ,6,1500
04/20/2016 03:57:05.243 ,7,9000
04/20/2016 03:57:05.243 ,8,0
04/20/2016 03:57:05.258 ,9,0
04/20/2016 03:57:05.258 ,10,0
04/20/2016 03:57:05.321 ,1,0
04/20/2016 03:57:05.321 ,2,1
04/20/2016 03:57:05.336 ,3,0
04/20/2016 03:57:05.336 ,4,2114
04/20/2016 03:57:05.336 ,5,2000
04/20/2016 03:57:05.352 ,6,1500
04/20/2016 03:57:05.352 ,7,9000
04/20/2016 03:57:05.352 ,8,0
04/20/2016 03:57:05.352 ,9,0
04/20/2016 03:57:05.371 ,10,0
04/20/2016 03:57:05.431 ,1,0
04/20/2016 03:57:05.431 ,2,1
04/20/2016 03:57:05.431 ,3,0
04/20/2016 03:57:05.447 ,4,2104
04/20/2016 03:57:05.447 ,5,2000
04/20/2016 03:57:05.447 ,6,1500
04/20/2016 03:57:05.463 ,7,9000
04/20/2016 03:57:05.463 ,8,0
04/20/2016 03:57:05.463 ,9,0
04/20/2016 03:57:05.478 ,10,0
04/20/2016 03:57:05.541 ,1,0
04/20/2016 03:57:05.541 ,2,1
04/20/2016 03:57:05.556 ,3,0
04/20/2016 03:57:05.556 ,4,2105
04/20/2016 03:57:05.556 ,5,2000
04/20/2016 03:57:05.572 ,6,1500
04/20/2016 03:57:05.572 ,7,9000
04/20/2016 03:57:05.572 ,8,0
04/20/2016 03:57:05.588 ,9,0
04/20/2016 03:57:05.588 ,10,0
04/20/2016 03:57:05.650 ,1,0
04/20/2016 03:57:05.650 ,2,1
04/20/2016 03:57:05.650 ,3,0
04/20/2016 03:57:05.666 ,4,2116
04/20/2016 03:57:05.666 ,5,2000
04/20/2016 03:57:05.666 ,6,1500
04/20/2016 03:57:05.681 ,7,9000
04/20/2016 03:57:05.681 ,8,0
04/20/2016 03:57:05.681 ,9,0
04/20/2016 03:57:05.697 ,10,0
04/20/2016 03:57:05.759 ,1,0
04/20/2016 03:57:05.759 ,2,1
04/20/2016 03:57:05.775 ,3,0
04/20/2016 03:57:05.775 ,4,2113
04/20/2016 03:57:05.775 ,5,2000
04/20/2016 03:57:05.791 ,6,1500
04/20/2016 03:57:05.791 ,7,9000
04/20/2016 03:57:05.791 ,8,0
04/20/2016 03:57:05.791 ,9,0
04/20/2016 03:57:05.806 ,10,0
04/20/2016 03:57:05.869 ,1,0
04/20/2016 03:57:05.869 ,2,1
04/20/2016 03:57:05.884 ,3,0
04/20/2016 03:57:05.884 ,4,2119
04/20/2016 03:57:05.884 ,5,2000
04/20/2016 03:57:05.884 ,6,1500
04/20/2016 03:57:05.900 ,7,9000
04/20/2016 03:57:05.900 ,8,0
04/20/2016 03:57:05.900 ,9,0
04/20/2016 03:57:05.916 ,10,0
04/20/2016 03:57:05.978 ,1,0
04/20/2016 03:57:05.978 ,2,1
04/20/2016 03:57:05.978 ,3,0
04/20/2016 03:57:05.994 ,4,2127
04/20/2016 03:57:05.994 ,5,2000
04/20/2016 03:57:05.994 ,6,1500
04/20/2016 03:57:06.009 ,7,9000
04/20/2016 03:57:06.009 ,8,0
04/20/2016 03:57:06.009 ,9,0
04/20/2016 03:57:06.025 ,10,0
04/20/2016 03:57:06.088 ,1,0
04/20/2016 03:57:06.088 ,2,1
04/20/2016 03:57:06.103 ,3,0
04/20/2016 03:57:06.103 ,4,2113
04/20/2016 03:57:06.103 ,5,2000
04/20/2016 03:57:06.103 ,6,1500
04/20/2016 03:57:06.119 ,7,9000
04/20/2016 03:57:06.119 ,8,0
04/20/2016 03:57:06.119 ,9,0
04/20/2016 03:57:06.134 ,10,0
04/20/2016 03:57:06.197 ,1,0
04/20/2016 03:57:06.197 ,2,1
04/20/2016 03:57:06.197 ,3,0
04/20/2016 03:57:06.212 ,4,2123
04/20/2016 03:57:06.212 ,5,2000
04/20/2016 03:57:06.212 ,6,1500
04/20/2016 03:57:06.228 ,7,9000
04/20/2016 03:57:06.228 ,8,0
04/20/2016 03:57:06.228 ,9,0
04/20/2016 03:57:06.244 ,10,0
04/20/2016 03:57:06.306 ,1,0
04/20/2016 03:57:06.306 ,2,1
04/20/2016 03:57:06.306 ,3,0
04/20/2016 03:57:06.322 ,4,2125
04/20/2016 03:57:06.322 ,5,2000
04/20/2016 03:57:06.322 ,6,1500
04/20/2016 03:57:06.337 ,7,9000
04/20/2016 03:57:06.337 ,8,0
04/20/2016 03:57:06.337 ,9,0
04/20/2016 03:57:06.353 ,10,0
04/20/2016 03:57:06.416 ,1,0
04/20/2016 03:57:06.416 ,2,1
04/20/2016 03:57:06.416 ,3,0
04/20/2016 03:57:06.431 ,4,2115
04/20/2016 03:57:06.431 ,5,2000
04/20/2016 03:57:06.431 ,6,1500
04/20/2016 03:57:06.447 ,7,9000
04/20/2016 03:57:06.447 ,8,0
04/20/2016 03:57:06.447 ,9,0
04/20/2016 03:57:06.462 ,10,0
04/20/2016 03:57:06.525 ,1,0
04/20/2016 03:57:06.525 ,2,1
04/20/2016 03:57:06.541 ,3,0
04/20/2016 03:57:06.541 ,4,2136
04/20/2016 03:57:06.541 ,5,2000
04/20/2016 03:57:06.556 ,6,1500
04/20/2016 03:57:06.556 ,7,9000
04/20/2016 03:57:06.556 ,8,0
04/20/2016 03:57:06.556 ,9,0
04/20/2016 03:57:06.572 ,10,0
04/20/2016 03:57:06.634 ,1,0
04/20/2016 03:57:06.634 ,2,1
04/20/2016 03:57:06.650 ,3,0
04/20/2016 03:57:06.650 ,4,2132
04/20/2016 03:57:06.650 ,5,2000
04/20/2016 03:57:06.650 ,6,1500
04/20/2016 03:57:06.666 ,7,9000
04/20/2016 03:57:06.666 ,8,0
04/20/2016 03:57:06.666 ,9,0
04/20/2016 03:57:06.681 ,10,0
04/20/2016 03:57:06.744 ,1,0
04/20/2016 03:57:06.744 ,2,1
04/20/2016 03:57:06.744 ,3,0
04/20/2016 03:57:06.759 ,4,2124
04/20/2016 03:57:06.759 ,5,2000
04/20/2016 03:57:06.759 ,6,1500
04/20/2016 03:57:06.775 ,7,9000
04/20/2016 03:57:06.775 ,8,0
04/20/2016 03:57:06.775 ,9,0
04/20/2016 03:57:06.791 ,10,0
04/20/2016 03:57:06.853 ,1,0
04/20/2016 03:57:06.853 ,2,1
04/20/2016 03:57:06.869 ,3,0
04/20/2016 03:57:06.869 ,4,2137
04/20/2016 03:57:06.869 ,5,2000
