Time Stamp,Register,Value
04/20/2016 04:20:21.412 ,1,0
04/20/2016 04:20:21.428 ,2,15
04/20/2016 04:20:21.428 ,3,0
04/20/2016 04:20:21.428 ,4,9515
04/20/2016 04:20:21.443 ,5,2000
04/20/2016 04:20:21.443 ,6,1500
04/20/2016 04:20:21.443 ,7,9000
04/20/2016 04:20:21.443 ,8,0
04/20/2016 04:20:21.459 ,9,0
04/20/2016 04:20:21.459 ,10,0
04/20/2016 04:20:21.521 ,1,0
04/20/2016 04:20:21.521 ,2,15
04/20/2016 04:20:21.521 ,3,0
04/20/2016 04:20:21.537 ,4,9512
04/20/2016 04:20:21.537 ,5,2000
04/20/2016 04:20:21.537 ,6,1500
04/20/2016 04:20:21.553 ,7,9000
04/20/2016 04:20:21.553 ,8,0
04/20/2016 04:20:21.553 ,9,0
04/20/2016 04:20:21.568 ,10,0
04/20/2016 04:20:21.631 ,1,0
04/20/2016 04:20:21.631 ,2,15
04/20/2016 04:20:21.631 ,3,0
04/20/2016 04:20:21.646 ,4,9516
04/20/2016 04:20:21.646 ,5,2000
04/20/2016 04:20:21.646 ,6,1500
04/20/2016 04:20:21.662 ,7,9000
04/20/2016 04:20:21.662 ,8,0
04/20/2016 04:20:21.662 ,9,0
04/20/2016 04:20:21.662 ,10,0
04/20/2016 04:20:21.740 ,1,0
04/20/2016 04:20:21.740 ,2,15
04/20/2016 04:20:21.756 ,3,0
04/20/2016 04:20:21.756 ,4,9520
04/20/2016 04:20:21.756 ,5,2000
04/20/2016 04:20:21.772 ,6,1500
04/20/2016 04:20:21.775 ,7,9000
04/20/2016 04:20:21.775 ,8,0
04/20/2016 04:20:21.775 ,9,0
04/20/2016 04:20:21.788 ,10,0
04/20/2016 04:20:21.851 ,1,0
04/20/2016 04:20:21.851 ,2,15
04/20/2016 04:20:21.851 ,3,0
04/20/2016 04:20:21.866 ,4,9510
04/20/2016 04:20:21.866 ,5,2000
04/20/2016 04:20:21.866 ,6,1500
04/20/2016 04:20:21.882 ,7,9000
04/20/2016 04:20:21.882 ,8,0
04/20/2016 04:20:21.882 ,9,0
04/20/2016 04:20:21.898 ,10,0
04/20/2016 04:20:21.960 ,1,0
04/20/2016 04:20:21.960 ,2,15
04/20/2016 04:20:21.960 ,3,0
04/20/2016 04:20:21.976 ,4,9533
04/20/2016 04:20:21.976 ,5,2000
04/20/2016 04:20:21.976 ,6,1500
04/20/2016 04:20:21.991 ,7,9000
04/20/2016 04:20:21.991 ,8,0
