Time Stamp,Register,Value
04/20/2016 03:46:10.779 ,1,0
04/20/2016 03:46:10.779 ,2,3
04/20/2016 03:46:10.795 ,3,0
04/20/2016 03:46:10.795 ,4,1541
04/20/2016 03:46:10.795 ,5,2000
04/20/2016 03:46:10.810 ,6,1500
04/20/2016 03:46:10.810 ,7,9000
04/20/2016 03:46:10.810 ,8,0
04/20/2016 03:46:10.810 ,9,0
04/20/2016 03:46:10.826 ,10,0
04/20/2016 03:46:10.888 ,1,0
04/20/2016 03:46:10.888 ,2,3
04/20/2016 03:46:10.904 ,3,0
04/20/2016 03:46:10.904 ,4,1529
04/20/2016 03:46:10.904 ,5,2000
04/20/2016 03:46:10.920 ,6,1500
04/20/2016 03:46:10.920 ,7,9000
04/20/2016 03:46:10.920 ,8,0
04/20/2016 03:46:10.920 ,9,0
04/20/2016 03:46:10.935 ,10,0
04/20/2016 03:46:10.998 ,1,0
04/20/2016 03:46:10.998 ,2,3
04/20/2016 03:46:11.013 ,3,0
04/20/2016 03:46:11.013 ,4,1533
04/20/2016 03:46:11.013 ,5,2000
04/20/2016 03:46:11.029 ,6,1500
04/20/2016 03:46:11.029 ,7,9000
04/20/2016 03:46:11.029 ,8,0
04/20/2016 03:46:11.029 ,9,0
04/20/2016 03:46:11.045 ,10,0
04/20/2016 03:46:11.107 ,1,0
04/20/2016 03:46:11.107 ,2,3
04/20/2016 03:46:11.107 ,3,0
04/20/2016 03:46:11.123 ,4,1530
04/20/2016 03:46:11.123 ,5,2000
04/20/2016 03:46:11.123 ,6,1500
04/20/2016 03:46:11.138 ,7,9000
04/20/2016 03:46:11.138 ,8,0
04/20/2016 03:46:11.138 ,9,0
04/20/2016 03:46:11.154 ,10,0
04/20/2016 03:46:11.216 ,1,0
04/20/2016 03:46:11.216 ,2,3
04/20/2016 03:46:11.216 ,3,0
04/20/2016 03:46:11.232 ,4,1530
04/20/2016 03:46:11.232 ,5,2000
04/20/2016 03:46:11.232 ,6,1500
04/20/2016 03:46:11.248 ,7,9000
04/20/2016 03:46:11.248 ,8,0
04/20/2016 03:46:11.248 ,9,0
04/20/2016 03:46:11.263 ,10,0
04/20/2016 03:46:11.326 ,1,0
04/20/2016 03:46:11.326 ,2,3
04/20/2016 03:46:11.326 ,3,0
04/20/2016 03:46:11.341 ,4,1546
04/20/2016 03:46:11.341 ,5,2000
04/20/2016 03:46:11.341 ,6,1500
04/20/2016 03:46:11.357 ,7,9000
04/20/2016 03:46:11.357 ,8,0
